8.000000000000000000e+00	9.256800000000000000e+04
4.000000000000000000e+00	3.429800000000000000e+05
8.000000000000000000e+00	4.226540000000000000e+05
1.000000000000000000e+00	4.259190000000000000e+05
8.000000000000000000e+00	4.328060000000000000e+05
1.000000000000000000e+00	4.405860000000000000e+05
7.000000000000000000e+00	9.222430000000000000e+05
4.000000000000000000e+00	9.660810000000000000e+05
7.000000000000000000e+00	9.914200000000000000e+05
3.000000000000000000e+00	1.008798000000000000e+06
7.000000000000000000e+00	1.045426000000000000e+06
3.000000000000000000e+00	1.141931000000000000e+06
4.000000000000000000e+00	1.327009000000000000e+06
8.000000000000000000e+00	1.384310000000000000e+06
1.000000000000000000e+00	1.387377000000000000e+06
8.000000000000000000e+00	1.441142000000000000e+06
1.000000000000000000e+00	1.528765000000000000e+06
8.000000000000000000e+00	1.529332000000000000e+06
1.000000000000000000e+00	1.704539000000000000e+06
8.000000000000000000e+00	1.782856000000000000e+06
2.000000000000000000e+00	2.051454000000000000e+06
8.000000000000000000e+00	2.059608000000000000e+06
7.000000000000000000e+00	2.263051000000000000e+06
4.000000000000000000e+00	2.599948000000000000e+06
8.000000000000000000e+00	2.602537000000000000e+06
1.000000000000000000e+00	2.605567000000000000e+06
7.000000000000000000e+00	2.615381000000000000e+06
4.000000000000000000e+00	2.615665000000000000e+06
3.000000000000000000e+00	2.615942000000000000e+06
7.000000000000000000e+00	2.671263000000000000e+06
3.000000000000000000e+00	2.676155000000000000e+06
1.000000000000000000e+00	2.677673000000000000e+06
3.000000000000000000e+00	2.679393000000000000e+06
1.000000000000000000e+00	2.680825000000000000e+06
3.000000000000000000e+00	2.725659000000000000e+06
2.000000000000000000e+00	2.862851000000000000e+06
8.000000000000000000e+00	2.896641000000000000e+06
7.000000000000000000e+00	2.922583000000000000e+06
3.000000000000000000e+00	3.000122000000000000e+06
4.000000000000000000e+00	3.043876000000000000e+06
3.000000000000000000e+00	3.080027000000000000e+06
8.000000000000000000e+00	3.129556000000000000e+06
2.000000000000000000e+00	3.132812000000000000e+06
8.000000000000000000e+00	3.138545000000000000e+06
2.000000000000000000e+00	3.144427000000000000e+06
8.000000000000000000e+00	3.162551000000000000e+06
2.000000000000000000e+00	3.254149000000000000e+06
8.000000000000000000e+00	3.385686000000000000e+06
2.000000000000000000e+00	3.530007000000000000e+06
8.000000000000000000e+00	3.543887000000000000e+06
2.000000000000000000e+00	3.655677000000000000e+06
1.000000000000000000e+00	3.723542000000000000e+06
8.000000000000000000e+00	3.799632000000000000e+06
1.000000000000000000e+00	4.390554000000000000e+06
2.000000000000000000e+00	4.587853000000000000e+06
4.000000000000000000e+00	4.779498000000000000e+06
1.000000000000000000e+00	4.810908000000000000e+06
8.000000000000000000e+00	4.838273000000000000e+06
1.000000000000000000e+00	4.950346000000000000e+06
3.000000000000000000e+00	4.981712000000000000e+06
8.000000000000000000e+00	5.037122000000000000e+06
1.000000000000000000e+00	5.043148000000000000e+06
8.000000000000000000e+00	5.060882000000000000e+06
7.000000000000000000e+00	5.108989000000000000e+06
4.000000000000000000e+00	5.112446000000000000e+06
7.000000000000000000e+00	5.123547000000000000e+06
4.000000000000000000e+00	5.150907000000000000e+06
1.000000000000000000e+00	5.163605000000000000e+06
3.000000000000000000e+00	5.541488000000000000e+06
7.000000000000000000e+00	5.714915000000000000e+06
2.000000000000000000e+00	5.765174000000000000e+06
8.000000000000000000e+00	5.799871000000000000e+06
0.000000000000000000e+00	5.800121000000000000e+06
8.000000000000000000e+00	5.864331000000000000e+06
1.000000000000000000e+00	5.885094000000000000e+06
8.000000000000000000e+00	5.890907000000000000e+06
1.000000000000000000e+00	6.018828000000000000e+06
0.000000000000000000e+00	6.026197000000000000e+06
8.000000000000000000e+00	6.082590000000000000e+06
1.000000000000000000e+00	6.130561000000000000e+06
8.000000000000000000e+00	6.136035000000000000e+06
2.000000000000000000e+00	6.136368000000000000e+06
8.000000000000000000e+00	6.232887000000000000e+06
2.000000000000000000e+00	6.238042000000000000e+06
8.000000000000000000e+00	6.240510000000000000e+06
7.000000000000000000e+00	6.244557000000000000e+06
3.000000000000000000e+00	6.375353000000000000e+06
7.000000000000000000e+00	6.423631000000000000e+06
8.000000000000000000e+00	6.447595000000000000e+06
1.000000000000000000e+00	6.869166000000000000e+06
8.000000000000000000e+00	6.869262000000000000e+06
0.000000000000000000e+00	6.872775000000000000e+06
8.000000000000000000e+00	6.906209000000000000e+06
0.000000000000000000e+00	6.906306000000000000e+06
8.000000000000000000e+00	7.006787000000000000e+06
2.000000000000000000e+00	7.084747000000000000e+06
8.000000000000000000e+00	7.216069000000000000e+06
2.000000000000000000e+00	7.248317000000000000e+06
8.000000000000000000e+00	7.281074000000000000e+06
2.000000000000000000e+00	7.510354000000000000e+06
4.000000000000000000e+00	7.529430000000000000e+06
2.000000000000000000e+00	7.822750000000000000e+06
1.000000000000000000e+00	7.850988000000000000e+06
8.000000000000000000e+00	7.851140000000000000e+06
1.000000000000000000e+00	7.962063000000000000e+06
8.000000000000000000e+00	8.017567000000000000e+06
1.000000000000000000e+00	8.098635000000000000e+06
8.000000000000000000e+00	8.131581000000000000e+06
1.000000000000000000e+00	8.220794000000000000e+06
8.000000000000000000e+00	8.325870000000000000e+06
1.000000000000000000e+00	8.330234000000000000e+06
8.000000000000000000e+00	8.391428000000000000e+06
2.000000000000000000e+00	8.461795000000000000e+06
8.000000000000000000e+00	8.611829000000000000e+06
2.000000000000000000e+00	8.631864000000000000e+06
8.000000000000000000e+00	8.669449000000000000e+06
1.000000000000000000e+00	8.673115000000000000e+06
8.000000000000000000e+00	8.676676000000000000e+06
1.000000000000000000e+00	8.684995000000000000e+06
8.000000000000000000e+00	8.719867000000000000e+06
1.000000000000000000e+00	8.741863000000000000e+06
2.000000000000000000e+00	8.767057000000000000e+06
1.000000000000000000e+00	8.767698000000000000e+06
2.000000000000000000e+00	8.772346000000000000e+06
0.000000000000000000e+00	8.773925000000000000e+06
8.000000000000000000e+00	8.786926000000000000e+06
3.000000000000000000e+00	9.105069000000000000e+06
7.000000000000000000e+00	9.122470000000000000e+06
8.000000000000000000e+00	9.139637000000000000e+06
7.000000000000000000e+00	9.141069000000000000e+06
8.000000000000000000e+00	9.154011000000000000e+06
2.000000000000000000e+00	9.211984000000000000e+06
8.000000000000000000e+00	9.256823000000000000e+06
2.000000000000000000e+00	9.300221000000000000e+06
8.000000000000000000e+00	9.309993000000000000e+06
2.000000000000000000e+00	9.343918000000000000e+06
8.000000000000000000e+00	9.770927000000000000e+06
7.000000000000000000e+00	9.790439000000000000e+06
3.000000000000000000e+00	9.906260000000000000e+06
2.000000000000000000e+00	9.969898000000000000e+06
4.000000000000000000e+00	1.052837200000000000e+07
7.000000000000000000e+00	1.052841000000000000e+07
4.000000000000000000e+00	1.058795800000000000e+07
7.000000000000000000e+00	1.062952400000000000e+07
3.000000000000000000e+00	1.063013500000000000e+07
2.000000000000000000e+00	1.103927800000000000e+07
8.000000000000000000e+00	1.104060800000000000e+07
1.000000000000000000e+00	1.104591300000000000e+07
2.000000000000000000e+00	1.106804600000000000e+07
8.000000000000000000e+00	1.107530700000000000e+07
1.000000000000000000e+00	1.109662800000000000e+07
8.000000000000000000e+00	1.109874300000000000e+07
1.000000000000000000e+00	1.116965500000000000e+07
8.000000000000000000e+00	1.119003500000000000e+07
